supersense_category	text
noun.person	Chien
verb.cognition	reread
noun.communication	quatrain
noun.attribute	wisdom
noun.person	Absolute Benefactor
noun.time	lives
noun.group	cause
verb.stative	survives
noun.person	Pethel
verb.communication	satirizing
noun.communication	promulgations
noun.person	Cagily
noun.person	Chien
verb.perception	inspect
noun.person	Chien
noun.person	Baha ad - Din Zuhayr
noun.communication	anthology
noun.communication	rehash
noun.communication	cliches
verb.change	snuffed out
noun.attribute	aspiration
noun.act	calculations
noun.group	Party
noun.location	United States
verb.social	persevere
verb.change	Wipe out
noun.person	remnants
noun.location	Catskills
noun.location	Tennessee
noun.location	red hills
noun.location	Oklahoma
noun.person	Tso - pin
noun.person	Mr. Chien
noun.act	leisure
noun.person	Chien
noun.artifact	condominium
verb.communication	adjudge
verb.communication	bowed
noun.communication	insult
noun.person	Chien
noun.person	Chien
verb.communication	murmured
verb.social	perform
noun.act	labor
noun.person	Mikoyan
verb.communication	approve
noun.location	You
verb.communication	Meaning
noun.person	superior
noun.person	Caucasian Pethel
verb.possession	Handing
noun.food	hot potato
noun.group	CP U.S.A.
noun.act	indoctrination
noun.artifact	academies
noun.group	Yank
noun.person	youths
noun.food	hot potato
verb.motion	reaches
verb.communication	though
noun.artifact	condominium
noun.communication	examination papers
noun.person	Marion Culper
verb.cognition	dealt
noun.communication	poetry class
noun.act	grain
verb.change	straightening
noun.artifact	easy chair
noun.location	Cuesta Rey
noun.person	writer
noun.person	Miss Culper
noun.relation	portion
noun.person	John Dryden
noun.person	St. Cecilia
noun.artifact	pageant
verb.contact	devour
noun.communication	trumpet
verb.contact	untune
noun.person	Chien
noun.person	Dryden
noun.group	capitalism
noun.act	pageant
verb.motion	leaned over
verb.contact	take hold
verb.change	gone out
verb.contact	Groping in
noun.artifact	TV set
noun.artifact	living room
noun.person	Chien
noun.person	Leader
noun.person	Absolute Benefactor
noun.location	Peking
noun.state	poverty
verb.change	flower
noun.communication	TV
noun.person	announcer
noun.communication	groan
noun.person	Chien
noun.communication	bow
noun.communication	TV
noun.artifact	set
noun.artifact	monitoring devices
verb.communication	narrate
noun.group	Secpol
noun.group	Security Police
noun.communication	visage
verb.perception	manifested
noun.group	CP East
noun.person	ruler
noun.person	Chien
noun.person	Blah
verb.body	reseated
noun.artifact	easy chair
noun.communication	TV
noun.person	Absolute Benefactor
noun.person	Mr. Tung Chien
noun.location	Hanoi
verb.competition	faces
verb.change	enrich
noun.location	Democratic East
noun.location	West Coast
noun.act	chore
verb.communication	faces
noun.person	Mr. Chien
noun.attribute	Greatness
noun.person	Chien
noun.person	Party Leader
verb.communication	singling
noun.feeling	cynicism
noun.location	Hanoi TV
verb.communication	required
verb.cognition	absorb
verb.cognition	mulling over
noun.communication	test papers
noun.group	Party
noun.act	lampoonery
verb.stative	begin
verb.contact	dumped
noun.person	peddler
noun.artifact	herbal remedy
noun.communication	printed words
verb.contact	unfold
verb.emotion	snared
verb.social	Failing
noun.group	Party
noun.person	Absolute Benefactor
verb.perception	droned
noun.substance	snuff
noun.artifact	grains
noun.substance	gunpowder
verb.contact	sent up
noun.substance	aromatic
verb.perception	tickle
noun.person	Princes
noun.substance	snuff
noun.location	Peking U
noun.cognition	fad
noun.artifact	amatory mixes
noun.location	Chungking
noun.substance	aromatic
noun.food	snuff
noun.substance	essence
noun.substance	organe
noun.animal	baby
noun.act	end
noun.feeling	yearning
noun.substance	nasal
noun.communication	TV
noun.person	Chien
verb.contact	sniffed
verb.change	cured
verb.change	falling in love
noun.state	background
noun.artifact	doorbell
noun.person	Mou Kuei
noun.person	Building Warden
noun.person	Mr. Chien
noun.group	Party
noun.person	worker
noun.artifact	television screen
verb.contact	fiddling
noun.group	packet
noun.artifact	ballpoint pen
noun.communication	hithertonow
verb.body	repose
noun.person	Leader
noun.person	Chien
noun.person	Blinking
noun.person	Kuei
noun.person	The Leader
verb.social	rules
noun.person	comrades
verb.social	single
noun.attribute	punctuality
noun.person	warden
noun.communication	reprimand
verb.emotion	irked
noun.person	Kuei
verb.motion	Going
noun.communication	TV
noun.artifact	set
noun.person	Chien
noun.event	failures
noun.relation	relevance
noun.person	Leader
verb.communication	expostulates
noun.person	Mou Kuei
noun.artifact	clipboard sheet
verb.communication	come up
noun.attribute	slackness
verb.change	originated
noun.communication	automatic transmission
noun.artifact	recording circuit
noun.person	Leader
noun.person	Chien
verb.communication	farted
noun.communication	TV
noun.artifact	set
noun.time	leisure
verb.consumption	spent
noun.communication	examination papers
verb.cognition	weighing
verb.motion	strode
noun.artifact	set
noun.communication	warning light
verb.change	winked on
verb.change	shut off
noun.artifact	set
noun.communication	tirade
verb.contact	unplugged
noun.communication	speeches
noun.communication	speeches
noun.event	din
noun.group	Party
verb.social	baying
verb.motion	hounds
noun.animal	mankind
noun.communication	ordinance
verb.social	preventing
noun.substance	snuff
verb.change	shook out
noun.plant	granules
verb.consumption	inhaled
noun.substance	snuff
noun.body	sinus cavities
noun.body	sinus cavities
noun.act	inhalation
noun.substance	snuff
verb.change	affects
noun.body	cerebral cortex
verb.motion	seated
noun.artifact	TV screen
noun.artifact	speaker
noun.substance	snuff
verb.consumption	inhaled
verb.motion	drawing
noun.body	sinuses
noun.substance	snuff
noun.person	Leader
noun.substance	solid state
verb.contact	swiveling
noun.body	pseudopodia
noun.artifact	squawk
verb.communication	harangue
verb.perception	Staring
noun.cognition	Reality
noun.state	Hallucination
noun.person	peddler
verb.possession	came across
verb.social	Making
noun.artifact	vidphone
verb.communication	dialed
noun.group	Secpol
noun.person	pusher
noun.person	bureaucrat
verb.motion	made it
verb.perception	witness
noun.person	apparition
noun.communication	TV
noun.location	D.C.
verb.contact	dumped
verb.body	relieve
noun.person	Leader
noun.communication	speeches
noun.artifact	monstrosity
verb.perception	yammering away
verb.competition	face
noun.person	Secpol
verb.perception	rapping
noun.person	Leader
verb.perception	seeped back
noun.body	podia
verb.motion	squalled
noun.substance	snuff
noun.artifact	Psychedelic
verb.contact	Absorbed
noun.body	capillaries
noun.artifact	Ballpoint pens
noun.person	Leader
verb.communication	rattled out
noun.time	evenings
noun.person	Tung Chien
verb.body	inhaling
noun.substance	snuff
verb.communication	giving out
noun.person	peddler
verb.communication	started
noun.artifact	street intersection
noun.communication	Thank you
noun.person	comrade Chien
verb.contact	gathered up
noun.substance	snuff
verb.cognition	analyzed
noun.artifact	psychedelics
noun.communication	Good luck
verb.communication	notifying
noun.state	complaint
noun.group	bureaucracy
noun.artifact	vidphone
noun.person	Leader
noun.communication	TV
noun.artifact	hallucinogen
noun.person	Secpol
noun.substance	phenothiazine
noun.quantity	dose
noun.state	admixture
verb.change	lower
noun.group	cache
noun.quantity	Left
verb.motion	retreating
noun.person	barbarians
verb.cognition	Pondering
noun.person	Chien
noun.artifact	vidphone
noun.artifact	view
noun.location	Hanoi high
noun.artifact	conapts
noun.artifact	doorbell
verb.perception	Feeling
noun.state	trance
noun.artifact	living room
noun.artifact	babushka
noun.person	Comrade Chien
noun.person	Tung Chien
noun.group	Ministry
verb.perception	monitoring
noun.artifact	vidphone
noun.cognition	certitude
noun.substance	snuff
noun.substance	Phenothiazine
noun.person	Mr. Chien
noun.person	Secpol
verb.cognition	confuses
verb.stative	fits
noun.artifact	horror
noun.object	life form
noun.attribute	simulacrum
noun.substance	phenothiazine
noun.person	Mr. Chien
verb.body	took
noun.feeling	sweetness
noun.state	agitation
noun.communication	TV
noun.communication	stelazine
noun.possession	stelazine
noun.person	Mr. Chien
noun.person	apparition
noun.group	categories
noun.person	Bird
noun.group	Climbing Tube
verb.communication	broke off
verb.communication	plunged on
noun.person	Mr. Chien
noun.group	Group Red
verb.communication	beall
verb.change	relax
noun.group	Group Yellow
noun.event	whirlwind
verb.social	roots
noun.artifact	condominium
noun.person	Mr. Chien
noun.substance	phenothiazines
noun.person	Leader
noun.communication	TV
verb.possession	distribute
noun.artifact	stelazine
verb.stative	constituted
noun.person	career man
noun.communication	examination papers
verb.social	having
noun.person	Pol
verb.cognition	Study
verb.stative	fits
noun.group	Party
noun.group	hierarchy
noun.person	Mr. Tso - pin
noun.person	Mr. Pethel
noun.person	Mr. Chien
noun.location	San Fernando
noun.communication	exam papers
noun.cognition	ideology
verb.cognition	Choose
verb.stative	stops
verb.cognition	Choose
verb.communication	demanded
noun.artifact	listening devices
noun.person	Mr. Tso - pin
verb.perception	monitored
noun.person	Mr. Pethel
noun.person	Mr. Pethel
noun.person	Higher Secpol Inspector Judd Craine
verb.stative	acted as
noun.person	assistant
noun.person	Judge Vorlawsky
noun.act	war - crimes
noun.person	Tanya Lee
noun.act	cerebration
noun.person	Miss Lee
noun.group	Ministry
verb.cognition	run into
noun.act	posts
noun.artifact	TV set
verb.motion	picking
noun.person	Tanya Lee
noun.event	noise factor
noun.artifact	apartment building
verb.possession	locate
noun.artifact	sheathing
noun.person	Mr. Chien
noun.person	Leader
noun.person	Mr. Chien
noun.act	drinking
verb.perception	analyzed
noun.person	Miss Lee
noun.cognition	tests
noun.substance	hallucinogens
noun.substance	ergot
noun.cognition	derivative
noun.artifact	restaurants
noun.location	Ministry
verb.change	piped
noun.substance	phenothiazine
verb.change	turned around
verb.communication	accounts for
noun.state	realities
noun.communication	test papers
verb.motion	wrinkling
noun.act	post
noun.group	hierarchy
noun.group	Party officialdom
noun.person	Smiling
verb.communication	finished
noun.act	investment
verb.communication	underwritten
verb.contact	operated
noun.person	hatchet men
noun.group	CP East
noun.cognition	infinitude
verb.social	ax
noun.person	rival
noun.state	contention
noun.person	Miss Lee
noun.person	Leader
verb.social	singled
verb.communication	strike
noun.person	officeholder
noun.group	ministry
verb.communication	Admitted
noun.person	Greatness
verb.social	grooming
verb.emotion	hopes
verb.change	infuse
noun.group	hierarchy
noun.person	fogies
noun.group	Party
noun.person	hacks
verb.cognition	singled
verb.communication	singled
verb.social	goes
verb.emotion	shaken
verb.perception	seeping
verb.motion	Going
noun.artifact	vidphone
verb.communication	dial
noun.group	Hanoi Security Police
noun.act	Turning
noun.person	Miss Lee
verb.social	bribe
noun.group	Ministry
verb.cognition	select
verb.consumption	taking
noun.quantity	dose
noun.substance	phenothiazine
noun.person	Miss Lee
verb.contact	Hanging up
noun.person	Tung Chien
noun.group	forces
noun.group	Party
noun.person	Greatness
noun.group	Party
noun.group	hierarchy
noun.person	Tanya Lee
noun.group	Party
noun.person	Leader
noun.relation	regard
noun.group	Party
noun.group	Party
noun.group	Party
noun.group	Party
noun.attribute	composure
verb.cognition	intend
noun.location	United States
noun.act	Vietnam War
noun.group	troop
verb.communication	demonstrated
noun.person	Miss Lee
noun.cognition	issue
verb.motion	penetrate
verb.social	enlist
noun.group	Party
noun.person	theoretician
verb.communication	invited
noun.person	Leader
verb.change	lifted
verb.communication	consulted
noun.person	Leader
noun.act	Seclusion
verb.cognition	hope
noun.person	Miss Lee
noun.person	Leader
noun.state	despair
verb.cognition	Thinking
noun.person	Tanya Lee
verb.communication	snapped
noun.communication	exam paper
noun.group	Party
noun.communication	jargon
noun.communication	texts
verb.social	trap
noun.group	Party
noun.person	functionaries
noun.person	Tso - pin
noun.person	superior
verb.possession	get out
noun.communication	quid pro quo
noun.group	Party
verb.communication	sounding
noun.state	poverty
noun.attribute	emotionality
noun.group	Party
noun.person	Miss Lee
noun.cognition	tests
verb.communication	ascend
verb.social	monitor
noun.person	Leader
noun.location	Yangtze River
noun.artifact	villa
verb.motion	Going
noun.cognition	rating tests
verb.consumption	supplying
noun.person	veteran
noun.event	response
noun.group	Ministry
noun.artifact	villa
verb.body	sedated
noun.substance	stelazine
verb.social	blackmail
verb.communication	mentioning
noun.act	blackmail
noun.group	Secpol
noun.group	squad
noun.substance	phenothiazine
verb.social	broken
noun.person	Absolute Benefactor
noun.state	subclasses
noun.group	Classes
verb.social	overthrow
verb.social	get through
noun.attribute	poise
noun.communication	TV
noun.person	Clanker
noun.animal	Bird
noun.location	Climbing Tube
noun.communication	views
verb.communication	gave up
noun.cognition	line
noun.person	Mr. Tso - pin
noun.person	Mr. Darius Pethel
noun.communication	exam
noun.person	Chien
noun.group	Party
noun.person	candidate
noun.substance	garbage
noun.person	Mr. Chien
noun.person	Pethel
noun.communication	ramification
verb.communication	regarding
noun.person	Leader
noun.communication	TV
noun.person	Chien
noun.person	Pethel
noun.person	Tso - pin
noun.location	Yangtze River Ranch
noun.person	Mrs. Fletcher
verb.cognition	appreciates
noun.person	Chien
noun.person	Mrs. Fletcher
noun.person	Mrs. Fletcher
noun.person	Tso - pin
noun.person	Benefactor
noun.person	Thomas Fletcher
noun.person	Caucasian
noun.person	Pethel
noun.person	Originally
noun.group	New Zealand Communist Party
noun.act	takeover
verb.contact	toying
noun.artifact	watch chain
noun.person	Cauc
noun.person	Tso - pin
noun.attribute	loyalty
noun.group	Party
noun.person	witness Mr. Pethel
noun.person	Chien
verb.perception	jolted
noun.artifact	TV screen
noun.communication	TV
noun.person	Tso - pin
noun.communication	refinements
noun.person	Chien
noun.communication	criticism
noun.person	Chien
noun.act	slip - up
noun.person	Tanya Lee
verb.communication	represents
noun.substance	hallucinogen
noun.time	notice
noun.communication	TV
noun.event	dinner party
noun.group	Party
noun.substance	phenothiazine
noun.person	Pethel
noun.communication	card
verb.motion	flown
noun.location	Sino - rocket
noun.person	Leader
noun.location	villa
noun.person	protocol officer
noun.act	behavior
noun.artifact	tails
noun.quantity	great number
noun.food	toasts
noun.act	get
noun.act	togethers
noun.person	Mr. Tso - pin
verb.cognition	honored
noun.person	Ben Franklin
noun.person	Tso - pin
noun.person	Mr. Chien
noun.person	Pethel
noun.person	Chien
noun.attribute	Greatness
noun.relation	regards
verb.cognition	disappointed
verb.cognition	tended
verb.cognition	trained
noun.person	radish
noun.cognition	respects
verb.social	work out
verb.stative	hold forth
noun.quantity	dosage
noun.person	protocol officer
noun.person	Chien
noun.attribute	stamina
verb.possession	balance
noun.attribute	greatness
noun.person	Tso - pin
verb.communication	chimed in
noun.cognition	indulgences
noun.person	Lorenzo
noun.person	de ' Medici
verb.cognition	come to mind
noun.person	Pethel
noun.person	Chien
noun.feeling	chill
noun.person	Chien
verb.cognition	probing
verb.creation	ferret out
noun.group	Party
noun.group	streak
noun.person	peddler
noun.artifact	herbal remedies
verb.perception	snare
verb.motion	avoided
noun.person	peddler
noun.person	peddler
verb.motion	scooted
verb.competition	blocked
verb.communication	confronting
noun.artifact	medication
noun.person	peddler
verb.communication	demanded
verb.communication	goes back
noun.person	Chien
noun.communication	whining
noun.person	street peddler
verb.communication	came across
noun.person	Chien
noun.group	troops
noun.person	Chien
verb.possession	pick
noun.artifact	pharmacy
verb.motion	started on
verb.motion	pursued
noun.person	Miss Lee
noun.person	peddler
noun.person	Chien
noun.artifact	hovercab
verb.communication	signaling
noun.location	Yangtze River villa
noun.person	peddler
verb.competition	keep up
verb.social	Take
noun.artifact	medication
noun.person	Party Member Chien
noun.person	Good Lord
noun.person	Terran
noun.person	Chien
noun.location	halt
noun.person	Chien
noun.communication	packet
noun.artifact	sill
noun.person	peddler
noun.body	stimulant
noun.artifact	suppressant
noun.substance	phenothiazine
noun.person	Chien
verb.motion	seated
noun.person	comrade
noun.artifact	drive - mechanism
noun.communication	ident
noun.person	peddler
verb.contact	infiltrate
noun.artifact	wares
noun.communication	Notice
verb.contact	reposes
verb.body	sat
noun.artifact	medication
noun.person	Miss Lee
verb.cognition	surprised
noun.communication	thank heaven
noun.state	good luck
verb.communication	approach
verb.change	ignited
noun.artifact	disposal
noun.substance	granules
noun.substance	Hallucinogens
noun.artifact	water supply
noun.time	Year
noun.time	Decades
noun.time	peacetime
noun.group	enemy
noun.person	Tanya
noun.communication	Curiosity
noun.group	Party
noun.act	careerwise
verb.emotion	gripped
verb.communication	take
noun.substance	inhalant
noun.location	plain
verb.cognition	picks
noun.location	villa
noun.person	protocol
noun.person	Kimo Okubara
noun.group	quondam
noun.person	wrestler
noun.feeling	Surprise
noun.person	Okubara
noun.communication	TV
verb.emotion	miss
noun.person	Chien
noun.communication	TV
noun.group	dinners
noun.person	Okubara
verb.cognition	double
noun.substance	phenothiazine
noun.person	Tanya
noun.time	spasms
noun.state	Parkinsonism
noun.phenomenon	side effect
verb.cognition	anticipate
verb.motion	walked by
verb.motion	Coming
noun.person	Okubara
noun.person	Chien
noun.person	Chien
noun.artifact	tails
noun.communication	Joke
noun.person	Okubara
verb.communication	homosexual
noun.person	Chien
noun.artifact	tails
noun.artifact	gowns
noun.artifact	stelazine
noun.attribute	ambiguity
verb.change	advance
noun.group	Party
noun.communication	approval
noun.attribute	Greatness
noun.act	fraud
noun.cognition	variety
noun.act	fraud
noun.act	fraud
noun.group	Party
noun.group	peoples
noun.location	Terra
verb.social	mingle
verb.possession	got out
verb.body	glow
noun.cognition	mutation
noun.food	Drink
noun.person	servant
noun.food	martini
noun.cognition	fad
noun.group	Party classes
noun.location	China --
noun.attribute	flavor
noun.food	gin
noun.location	Holland
noun.plant	juniper
verb.body	feeling
noun.artifact	drink glass
noun.person	Chien
verb.communication	sniggered
noun.person	quig
noun.person	Chien
noun.artifact	tails
noun.person	Chien
noun.food	martini
noun.person	Chien
verb.body	tense
noun.feeling	Greatness
noun.person	Chien
noun.person	Benefactor
noun.person	Chien
noun.communication	TV
noun.communication	speechmaking
noun.person	Mussolini
verb.social	salute
noun.event	processions
noun.person	Tanya Lee
noun.shape	pseudopodia
verb.cognition	determine
noun.shape	boundaries
verb.creation	blasted
verb.possession	drained
verb.change	passed on
noun.feeling	appetite
noun.location	villa
noun.animal	slug
noun.animal	slug
noun.artifact	carcasses
verb.emotion	savored
noun.person	Chien
verb.emotion	injures
verb.contact	remnants
verb.creation	reassemble
noun.person	Tung Chien
noun.group	Party
verb.contact	searching for
noun.location	plain
noun.location	valleys
verb.contact	devour
verb.contact	engineer
verb.body	guzzle
noun.person	Mr. Chien
verb.motion	Go away
noun.substance	Slime
verb.consumption	excrete
noun.object	mire
verb.change	boil
noun.artifact	ointment
noun.substance	flakes
verb.consumption	enjoy
verb.possession	picked
verb.change	dies
verb.cognition	disjoined
noun.quantity	thousand
noun.person	thing
noun.communication	Arabic poem
noun.person	hunter
verb.motion	missed
noun.communication	poems
noun.person	Dryden
verb.cognition	Warping
verb.contact	set down
noun.location	villa
noun.person	servant
noun.attribute	purple
noun.artifact	veranda
noun.quantity	stories
noun.communication	Arabic poem
verb.motion	tumbled over
noun.shape	extension
verb.cognition	Wondering
verb.communication	demanded
verb.motion	teetered
verb.contact	held back
verb.cognition	select
verb.change	speed
noun.process	process
verb.motion	slide
noun.artifact	veranda
noun.group	Party
noun.group	Party
noun.group	Party
noun.group	Party
noun.person	Yankee Imperialists
verb.communication	quavering
verb.cognition	Trust
noun.artifact	Ministry
noun.person	Tanya Lee
verb.consumption	drinks
verb.contact	pinch
noun.artifact	rear ends
verb.social	torment
verb.communication	deprive
noun.communication	mystery
noun.Tops	lives
noun.artifact	dining room
noun.person	Tung Chien
verb.body	suffer
verb.body	suffer
verb.contact	nail
verb.contact	nail
noun.person	Mr. Kimo Okubara
noun.location	Disgrace
verb.motion	Getting
noun.person	One True God
noun.group	enemy
verb.social	fought
verb.stative	Staring
noun.person	protocol officer
verb.motion	getting away
verb.cognition	Mix
verb.consumption	drinks
noun.person	Okubara
noun.location	Ruin
noun.location	Yangtze River villa
noun.person	servants
noun.person	knights
noun.artifact	plumes
noun.person	Chien
noun.artifact	living room
noun.location	Cuesta Rey Astoria
noun.person	Tanya Lee
verb.contact	pinched
verb.stative	blazed
verb.creation	relit
noun.person	Tanya
noun.group	Ministry
noun.quantity	deal
verb.motion	comes up
noun.person	Tanya
noun.person	Dryden
noun.person	Chien
noun.artifact	bedroom
noun.artifact	sweater
noun.artifact	stretch - pants
noun.person	Pausing
verb.social	assign
noun.communication	Pythagorean
noun.artifact	slipperlike
noun.artifact	donkey
noun.artifact	steam engine
verb.motion	drawing back
verb.motion	moved away
noun.person	Tanya
noun.act	triumphs
noun.group	Party
noun.person	Him
verb.cognition	occur
noun.person	Chien
noun.person	Tanya
verb.motion	padded
noun.person	Chien
noun.person	Crusher
noun.person	Clanker
noun.group	Climbing Tube
noun.communication	forms
noun.communication	stelazine
verb.contact	brought on
noun.person	Tanya
noun.person	apparition
verb.cognition	Believe
verb.motion	padded
noun.artifact	bedroom
noun.artifact	sweater
noun.person	Chien
noun.person	peddler
noun.substance	phenothiazine
noun.artifact	shirt --
noun.attribute	stigma
noun.artifact	pajama
noun.body	top
verb.perception	hid
noun.person	Tanya
noun.person	Tanya
verb.stative	go on
noun.person	Tanya
verb.motion	migrated up
noun.animal	blobs
verb.motion	float
verb.motion	Float up
noun.person	Tanya
noun.artifact	washcloth
verb.motion	padded
verb.contact	seized hold
verb.social	toy
verb.body	bleeding
verb.contact	sponged
verb.motion	Returning
noun.person	Spence Olham
verb.possession	earned
noun.person	Olham
noun.person	newsmachines
noun.communication	dispatches
noun.person	Outspacers
noun.time	vacation
noun.act	camping
noun.artifact	poison oak
noun.object	gopher
noun.location	Sutton Wood
noun.person	Mary
verb.change	clear away
noun.act	flash fire
noun.person	Olham
verb.body	sagged
noun.group	cause
verb.emotion	cares
verb.contact	clamped
noun.artifact	needle - ships
noun.person	Olham
noun.location	Alpha Centauri
verb.motion	bypassed
noun.location	Earth cruisers
noun.animal	turtles
noun.location	Terra
verb.communication	demonstrated
noun.group	Westinghouse Labs
noun.location	Earth cities
noun.person	Outspacers
verb.competition	win
verb.creation	working
noun.person	Olham
noun.communication	Sword
noun.location	Damocles
verb.cognition	feels
noun.artifact	porch
noun.artifact	shoot
noun.animal	bug
noun.act	Project
noun.location	Nelson
noun.object	bug
noun.person	Mary
noun.person	Spence
noun.person	Olham
noun.communication	sigh
noun.person	Nelson
noun.person	Olham
noun.animal	bug
noun.person	Nelson
noun.artifact	asteroid
verb.social	abandoned
noun.group	Project
noun.communication	propaganda
noun.communication	newsmachines
noun.person	Major Peters
noun.person	Nelson
noun.person	Olham
noun.person	Peters
noun.person	Olham
noun.group	Project
noun.person	Peters
noun.person	Nelson
noun.person	Olham
noun.animal	bug
noun.quantity	speed
verb.motion	flashing
noun.location	Project
noun.person	Olham
verb.communication	permitted
noun.person	Peters
noun.group	security organ
noun.person	Olham
noun.person	Mr Olham
noun.person	Olham
noun.person	Peters
verb.contact	arrest
noun.person	Nelson
noun.person	Olham
noun.person	Nelson
verb.body	took
verb.body	let
noun.person	Peters
noun.person	Olham
noun.person	Olham
verb.communication	murmured
noun.artifact	shoot car
verb.motion	rushed up
verb.motion	heading into
noun.person	Olham
noun.person	Peters
noun.person	Olham
noun.animal	bug
noun.person	Peters
noun.artifact	vidscreen
noun.person	security chief
noun.act	complications
noun.animal	bug
noun.artifact	craft
noun.event	failure
noun.person	security chief
noun.person	Olham
noun.person	Olham
noun.person	Olham
noun.person	Peters
verb.change	wrinkled
verb.creation	preparing
noun.communication	citation
noun.person	Peters
noun.communication	understanding
verb.stative	requires
noun.communication	key
noun.location	Moon base
noun.communication	notified
noun.person	Peters
verb.contact	land
noun.state	jeopardy
noun.person	Olham
verb.perception	blanked
noun.person	Olham
noun.substance	protec
noun.shape	bubble
noun.person	Peters
noun.act	hurry
verb.motion	rumbling
noun.person	Nelson
verb.social	Take
noun.person	Peters
noun.person	Olham
noun.person	Olham
noun.person	Mary
verb.communication	letting
noun.artifact	vidscreen
noun.person	Nelson
noun.person	Peters
noun.location	Moonward
verb.motion	turned over
noun.person	Olham
noun.person	Peters
verb.communication	let off
noun.person	robot
noun.person	Peters
noun.person	Olham
verb.contact	detonated
verb.cognition	conjectured
noun.communication	spoken
verb.change	entering
verb.body	resemble
noun.person	Olham
noun.substance	chalk
verb.creation	impersonate
noun.person	Spence Olham
noun.person	official
noun.group	research Projects
noun.act	Project
noun.act	Project
noun.person	Olham
verb.competition	located
noun.person	Olham
verb.social	released
noun.time	weekend
noun.person	Olham
noun.person	Olham
noun.person	Nelson
verb.perception	recognize
noun.location	University
noun.person	Nelson
verb.change	Stay
noun.person	Nelson
verb.communication	snarled
noun.person	Ted
noun.person	Nelson
noun.person	Olham
noun.person	Nelson
verb.social	gone wrong
noun.person	Peters
noun.person	Olham
verb.motion	Take
noun.act	X - ray
noun.person	Neither Peters
noun.person	Nelson
noun.person	Olham
noun.person	Peters
noun.person	Spence Olham
noun.person	Olham
noun.cognition	memory system
noun.cognition	interests
noun.artifact	U - Bomb
noun.person	Peters
noun.object	Moon
verb.contact	disassemble
noun.person	Olham
noun.person	Nelson
verb.motion	lay back
noun.object	Moon
noun.person	Peters
noun.artifact	demolition
noun.food	bits
verb.contact	pull off
noun.person	Olham
noun.person	Nelson
noun.person	Mary
verb.communication	thought
verb.communication	contact
noun.person	Peters
verb.motion	bumping
noun.person	Olham
noun.person	Spence Olham
verb.motion	Bring
noun.group	squad
noun.person	Nelson
noun.person	Olham
noun.person	Peters
noun.artifact	pressure suit
noun.person	Nelson
noun.person	Nelson
noun.artifact	pressure suit
noun.person	Olham
noun.person	Peters
noun.person	Robots
noun.person	Peters
verb.communication	signaled
noun.person	Olham
noun.person	Nelson
noun.person	Olham
verb.contact	tighten
noun.artifact	rod
verb.motion	rush out
verb.contact	hurrying
noun.state	guilt
noun.person	Nelson
noun.person	Nelson
noun.event	wedding
noun.person	Nelson
noun.person	Nelson
noun.event	plagues
verb.cognition	shown
noun.act	hesitation
verb.communication	blame
verb.social	sacrificed
noun.person	Olham
noun.person	Nelson
noun.person	Olham
verb.communication	Go ahead
noun.person	Olham
noun.act	Run
noun.artifact	pressure suits
noun.person	Peters
noun.person	Nelson
noun.person	Olham
noun.artifact	pressure system
verb.motion	chugged
verb.change	restoring
noun.person	Olham
noun.person	Olham
noun.artifact	control board
verb.contact	moved
verb.motion	rose up
noun.person	Olham
verb.communication	murmured
noun.event	crickets
verb.perception	chirped
verb.emotion	disturbing
noun.person	Olham
verb.motion	bent over
noun.artifact	vidscreen
noun.communication	sigh
noun.person	Mary
noun.person	Spence
noun.location	Project
noun.person	Dr Chamberlain
verb.motion	Bring
verb.possession	Have
noun.artifact	X - ray
noun.artifact	fluoroscope
noun.act	Hurry
verb.possession	Have
noun.person	Olham
noun.person	Nelson
verb.communication	contacted
noun.person	Spence
noun.person	Chamberlain
noun.communication	pretext
verb.motion	stepping down
noun.artifact	study light
noun.phenomenon	starlight
noun.artifact	shoot bug
noun.person	Olham
noun.person	Mary
noun.person	Dr Chamberlain
noun.person	staff doctor
noun.group	Project
noun.state	Danger
noun.artifact	porch
noun.person	Olham
noun.artifact	porch
noun.person	Mary
noun.person	Dr Chamberlain
verb.perception	pealed
noun.person	Olham
noun.person	Mary
noun.person	security officer
noun.person	Mary
verb.competition	firing
noun.person	Olham
verb.motion	wriggled
verb.motion	leaped up
verb.contact	snapped on
verb.motion	jumped down
noun.artifact	backyard
noun.person	security officers
noun.person	Olham
verb.motion	gone ahead
noun.person	Olham
verb.contact	parked
noun.state	wilderness
noun.object	forests
noun.person	Peters
noun.artifact	Boris gun
noun.person	Olham
verb.motion	rigid
noun.person	Peters
noun.person	Olham
noun.person	Olham
verb.communication	indicates
noun.communication	trigger
noun.person	Olham
noun.location	Moon base
verb.change	detonate
noun.person	security officer
verb.social	searched
noun.group	cordon
noun.quantity	left
noun.person	Olham
verb.motion	moved away
noun.person	Peters
noun.person	Peters
noun.location	settlement
verb.stative	began
noun.person	Olham
noun.quantity	Mile
verb.cognition	measured
verb.contact	searched
noun.group	cordon
noun.person	real Olham
verb.change	crashed
verb.change	broken up
verb.emotion	stirred
noun.artifact	Project
verb.change	Crashed
noun.person	Olham
verb.motion	Crashed
noun.location	Sutton Wood
noun.act	pace
noun.plant	Sunlight
verb.motion	filtered down
noun.person	Olham
noun.communication	minutes
noun.object	stumps
noun.location	Sutton Wood
noun.location	Sutton Wood
noun.location	Wood
verb.perception	missing
