supersense_category	text
noun.plant	bonbon
noun.artifact	pa-
noun.substance	Tins Ting
noun.person	Case
verb.possession	refused
noun.artifact	swivel chair
noun.body	thumb
noun.artifact	seam
noun.artifact	jeans
noun.artifact	leg
noun.person	Julie
noun.person	Wage
noun.person	Deane
noun.food	bonbon
noun.person	Friends
noun.person	Case
noun.person	Deane
verb.communication	sighed
noun.communication	Things
noun.attribute	Things
noun.person	Case
noun.person	Juiie
noun.person	Deane
verb.communication	discussing
noun.plant	ginger
noun.communication	rumor
noun.location	Singapore
noun.group	Nan Hai Hotel
noun.location	Bencoolen Street
noun.person	Deane
noun.attribute	fortune
noun.artifact	gear
verb.social	seeing
noun.person	Julie
noun.communication	hello
noun.person	Wage
noun.person	Deane
verb.contact	brush
noun.artifact	knot
noun.artifact	silk
noun.person	Deane
noun.body	ass
noun.feeling	paranoia
noun.person	Case
verb.change	get out
noun.artifact	octagons
noun.feeling	adrenaline
verb.change	composed
noun.feeling	vacancy
verb.motion	carry
noun.artifact	display
verb.motion	pause
noun.artifact	boutique
noun.artifact	renovations
noun.shape	lozenge
noun.animal	vat
noun.substance	jade
noun.location	Zone
noun.person	whores
verb.contact	tattooed
noun.artifact	subcutaneous chip
noun.artifact	surgery
verb.motion	coursed
noun.body	reflection
noun.location	There
noun.location	Behind
noun.artifact	khaki
verb.contact	dodging
verb.possession	Rent
noun.person	Shin
noun.food	seafood
noun.food	sushi
noun.artifact	stall
noun.time	two
verb.possession	Got
noun.person	Shin
verb.motion	rummaged
noun.artifact	liter cans
noun.substance	horseradish
noun.communication	Taser
noun.quantity	New
noun.quantity	Yen
noun.possession	deposit
noun.communication	Shit
noun.person	waiter
verb.change	replacing
noun.food	taser
noun.animal	horse-
noun.artifact	radish cans
verb.social	bothering
verb.perception	glance
noun.artifact	shuriken
noun.artifact	packs
noun.substance	Yeheyuans
noun.artifact	Mitsubishi Bank chip
noun.person	Charles Derek May
verb.competition	beat
noun.person	Truman Starr
noun.communication	passport
noun.artifact	terminal
noun.person	Deane
noun.artifact	roll
verb.possession	filled
noun.artifact	knives
noun.artifact	knives
noun.artifact	lid
noun.substance	cardboard
noun.animal	cobra
noun.body	hood
verb.contact	stripped
noun.artifact	thong
noun.substance	bronze
noun.artifact	pyramid
noun.body	thumb
noun.artifact	segments
noun.artifact	coil spring
noun.phenomenon	neon shudder
noun.location	Ninsei
noun.attribute	shade
noun.attribute	gray
noun.artifact	filtration masks
noun.person	Case
noun.artifact	urinal
verb.creation	discover
noun.animal	cobra
verb.communication	settled
verb.contact	tucking
noun.artifact	waistband
noun.artifact	jeans
verb.motion	slanting
noun.body	ribcage
noun.artifact	lining
noun.artifact	windbreaker
verb.stative	felt
verb.perception	clatter
noun.group	Chat
noun.time	weeknights
verb.contact	attracted
noun.group	clientele
noun.time	Fridays
noun.time	Saturdays
noun.person	regulars
noun.group	influx
verb.consumption	preyed
noun.location	diem
noun.person	Case
verb.contact	looked for
noun.person	Ratz
noun.person	bartender
noun.person	Lonny Zone
noun.person	pimp
noun.location	Zone
noun.communication	brand
noun.person	hypnotic
noun.person	Cloud Dancers
verb.contact	Catching
noun.person	pimp
noun.person	Case
verb.communication	beckoned
noun.location	Zone
noun.person	Wage
noun.person	Lonny
noun.person	Zone
noun.attribute	calm
noun.location	Namban
verb.possession	Got
noun.person	Joeboys
noun.person	Zone
noun.person	Graftees
noun.person	Zone
noun.attribute	white
noun.body	iris
noun.body	lids
noun.body	pupils
noun.person	Case
noun.artifact	whip
noun.person	Cobra
verb.social	fuck
noun.person	Lonny
noun.person	Case
noun.feeling	stab
noun.state	elation
noun.event	octagons
noun.feeling	adrenaline
verb.contact	mingling
verb.consumption	wasted
noun.person	Ninsei
noun.substance	proteins
noun.attribute	specialties
noun.time	highspeed
noun.phenomenon	drift
verb.motion	skid
verb.contact	set apart
noun.communication	dance
noun.person	biz
verb.cognition	interacting
verb.social	Go
noun.person	Case
noun.artifact	games arcade
noun.person	Linda Lee
noun.location	Ninsei
verb.contact	scattering
verb.motion	strolling
noun.artifact	sail- ors
noun.communication	Spanish
verb.motion	crashing
noun.event	surf
noun.event	subsonics
verb.perception	throbbing
noun.Tops	Someone
verb.communication	scored
noun.quantity	megaton
noun.act	hit
noun.group	Tank War Europa
noun.act	burst
verb.contact	drowning
noun.artifact	hologram
noun.phenomenon	fireball
verb.motion	mushroomed
verb.motion	loped
noun.artifact	flight
noun.artifact	chip
noun.person	Wage
noun.communication	triggers
noun.person	Matsuga
noun.artifact	mat-
noun.substance	ting
noun.artifact	cubicles
noun.artifact	t - shirt
verb.motion	glanced up
noun.artifact	terminal
noun.communication	travel
noun.communication	poster
noun.group	Greece
noun.substance	Aegian blue
noun.communication	ideograms
noun.possession	security
noun.person	Case
verb.motion	sprinted
noun.body	sight
noun.artifact	sole
noun.substance	nylon
noun.artifact	running shoe
noun.attribute	composition
verb.change	popped
noun.artifact	terminal
noun.artifact	housing
noun.person	Wage
noun.person	Mat- suga
noun.person	Matsuga
noun.artifact	terminal
verb.motion	filtering in
noun.artifact	loop
noun.artifact	fiber optics
noun.artifact	wall socket
noun.artifact	containers
noun.artifact	blade
noun.artifact	nacelle
noun.artifact	electric fan
noun.artifact	pane
verb.contact	bundled
verb.competition	punched
verb.contact	split
noun.act	blows
verb.contact	free
noun.act	games
noun.communication	alarm
verb.motion	cycle
noun.person	Case
verb.motion	flicked
noun.artifact	cobra
verb.cognition	counting on
verb.contact	kicked
noun.animal	cobra
noun.substance	bronze
noun.artifact	pyramid
verb.motion	bob
verb.change	amplifying
noun.event	pulse
noun.event	surging
noun.artifact	alarm
noun.event	crashing
noun.act	games
verb.motion	hammering
noun.state	paranoia
noun.attribute	edge
noun.artifact	cubicle
noun.artifact	guns
noun.location	Japanese
verb.motion	Passing
noun.event	beats
noun.artifact	bootheel
noun.artifact	matting
noun.time	octagon
noun.communication	bravado
verb.motion	collapsed
noun.animal	cobra
noun.event	impact
noun.event	rods
noun.body	shins
noun.shape	wedge
noun.artifact	service hatch
noun.artifact	fiber optics
noun.artifact	chassis
noun.artifact	slab
noun.substance	chip
verb.motion	rolled over
noun.artifact	cubicle
noun.communication	alarm
verb.contact	oscillated
verb.perception	dulling
noun.act	games
verb.weather	lit
noun.artifact	fluorescents
verb.perception	read
noun.attribute	Glint
noun.location	Sprawl
noun.artifact	Case
noun.quantity	count
noun.artifact	cobra
verb.motion	limped
verb.body	nursing
noun.body	ankle
noun.person	Shin
noun.artifact	copy
noun.artifact	Walther PPK
verb.competition	chambered
noun.person	Case
verb.cognition	preferred
noun.substance	azide
noun.artifact	explosives
noun.location	hollow points
noun.person	Shin
noun.artifact	handgun
noun.quantity	rounds
noun.substance	sushi
noun.artifact	stall
verb.contact	cradled
noun.artifact	grips
noun.artifact	dragon
verb.contact	run
noun.body	thumb
verb.contact	consigned
noun.artifact	cobra
noun.artifact	dump canister
noun.location	Ninsei
verb.contact	swallowed
noun.artifact	octagon
noun.artifact	pill
noun.location	Shiga
noun.location	Ninsei
noun.location	Baiitsu
verb.communication	transact
noun.location	block
noun.location	Baiitsu
noun.artifact	office building
verb.perception	craned
noun.communication	neon sign
noun.group	CHEAP HOTEL
noun.group	cluster
noun.artifact	ideo- grams
noun.person	Case
noun.location	Cheap Hotel
noun.location	Baiitsu
noun.person	Cheap Hotel
noun.substance	bamboo
noun.substance	epoxy
noun.person	Case
noun.artifact	cage
noun.artifact	magnetic tape
noun.person	Case
verb.possession	rented
noun.artifact	coffin
noun.location	Chiba
noun.group	Cheap Hotel
noun.artifact	perfume
noun.artifact	cigarettes
noun.artifact	cage
noun.body	thumb
noun.location	Ninsei
verb.contact	drummed
noun.artifact	pistol grip
noun.artifact	cage
noun.event	jolt
noun.group	combination
noun.substance	turf
noun.person	teenager
noun.communication	textbook
noun.substance	fiberglass
noun.artifact	coffins
verb.contact	racked
noun.artifact	scaffolding
noun.artifact	coffins
noun.artifact	coffins
noun.person	Case
verb.motion	limped
noun.substance	laminated
noun.artifact	matting
verb.change	leaked
verb.weather	rained
noun.artifact	coffins
noun.artifact	grate
noun.artifact	catwalk
verb.perception	vibrated
noun.artifact	tier
noun.location	Number 92
noun.artifact	coffins
noun.quantity	meters
noun.artifact	hatches
noun.quantity	meter
noun.quantity	meter
verb.possession	fed
noun.cognition	verification
noun.artifact	house computer
verb.perception	thudded
noun.artifact	hatch
noun.event	creak
noun.artifact	springs
noun.substance	Fluorescents
noun.artifact	hatch
verb.contact	slapping
noun.communication	Number
noun.artifact	pocket computer
noun.substance	styrofoam
noun.artifact	cooler
noun.artifact	chest
noun.artifact	cooler
noun.quantity	kilo
noun.food	slabs
noun.substance	dry ice
verb.change	delay
noun.process	evaporation
noun.substance	aluminum
noun.artifact	lab flask
verb.contact	Crouching
noun.substance	temper foam
noun.artifact	slab
noun.person	Case
noun.substance	Shin 's
noun.artifact	cooler
verb.body	took off
noun.artifact	coffin
noun.artifact	terminal
verb.contact	molded
verb.communication	listing
noun.communication	house rules
noun.communication	languages
noun.person	Case
noun.artifact	handset
noun.artifact	cradle
verb.communication	punched
noun.communication	Hongkong
noun.communication	memory
verb.perception	ring
noun.person	buyer
noun.time	megabytes
noun.location	Hitachi
verb.change	taking
verb.communication	punched
noun.communication	Tokyo
noun.location	Shinjuku
noun.communication	Japanese
noun.person	Snake Man
noun.person	Snake Man
noun.artifact	cooler
noun.possession	cash flow
noun.person	Snake Man
noun.person	Case
noun.person	Case
noun.group	Chat
noun.substance	aluminum
noun.artifact	flask
noun.person	Ratz
noun.substance	Apollonaris
noun.artifact	beer pitcher
noun.quantity	kilos
noun.location	Brazilian
noun.person	kid
noun.person	Kurt
verb.social	tending
noun.person	drunks
noun.person	Ratz
verb.motion	buzzed
noun.artifact	pitcher
verb.consumption	drank
verb.contact	filmed
noun.person	artiste
verb.perception	flashing
noun.person	Case
verb.motion	sagged
noun.person	Ratz
noun.artifact	bombshelter
noun.act	booze
noun.artifact	ups
verb.possession	get off
noun.person	case
noun.person	Ratz
noun.person	Wage
noun.person	bartender
verb.communication	ued
noun.person	Ratz
noun.person	Crazy
noun.person	security man
noun.person	Wage
noun.person	Ratz
noun.person	Ratz
verb.contact	narrowed
noun.person	Case
noun.person	Case
noun.artifact	shuriken
verb.stative	sang
verb.contact	slippery
noun.person	Herr Wage
noun.person	Ratz
verb.motion	extending
noun.body	ulator
noun.person	Too
noun.person	Case
noun.person	Wage
noun.group	Nikon
noun.food	transplants
noun.person	Wage
noun.artifact	silk
noun.artifact	bracelet
noun.substance	platinum
verb.social	flanked
noun.person	Joe
noun.body	muscle
noun.person	Case
noun.person	Gentlemen
noun.person	Ratz
verb.motion	picking up
noun.artifact	ash- tray
noun.artifact	claw
verb.communication	advertised
noun.person	Tsingtao
noun.food	beer
noun.person	Ratz
noun.artifact	butts
noun.group	shards
verb.stative	cascading
noun.person	sweetheart
noun.person	Joe
verb.contact	aiming
noun.person	Kurt
noun.person	Ratz
noun.person	Case
noun.person	Bra- zilian
verb.communication	aiming
noun.person	Smith & Wesson
noun.artifact	riot gun
noun.person	trio
noun.artifact	kilometer
noun.substance	glass filament
verb.consumption	swallow
noun.artifact	cartridges
noun.artifact	sandbag jellies
noun.person	Ratz
noun.person	Ratz
noun.person	Case
noun.person	bartender
verb.body	glowered
noun.person	Wage
noun.person	Joe
noun.location	Chatsubo
noun.person	Wage
verb.body	coughed
verb.contact	taking
verb.communication	talk business
noun.person	Case
noun.person	Case
noun.artifact	0.22
verb.motion	level
noun.person	Wage
noun.body	crotch
noun.person	Ratz
noun.body	claw
noun.person	Case
noun.act	Look
noun.person	Case
noun.artifact	wig
noun.substance	shit
noun.person	Wage
noun.location	Namban
noun.person	Case
noun.person	Kurt
noun.artifact	khakis
verb.contact	curled
noun.artifact	barstool
noun.person	Smith
noun.person	Wesson
noun.person	Wage
noun.artifact	magazine
noun.person	Case
verb.perception	clattered
noun.person	Ratz
noun.body	claw
verb.contact	pumped
noun.artifact	round
noun.person	Case
noun.person	Wage
noun.person	Linda
verb.body	moaned
verb.body	vomited
verb.contact	Get
noun.person	Ratz
noun.person	Kurt
noun.artifact	edge
noun.person	Smith
noun.person	Wesson
verb.creation	lighting
noun.person	Case
verb.change	come down
verb.change	settling
noun.artifact	flask
noun.person	Wage
noun.person	Pituitaries
noun.artifact	roll
noun.artifact	RAM
verb.motion	gone by
noun.person	Case
noun.artifact	flask
noun.artifact	gunmetal lapel
verb.perception	square
noun.substance	shit
verb.motion	sway
noun.artifact	magazine
noun.artifact	cartridge
noun.person	Shin
noun.possession	deposit
noun.person	Ratz
noun.feeling	embarrassment
noun.person	Artiste
verb.motion	shouldered
noun.person	Bitch
noun.location	Shiga
noun.location	Ninsei
noun.artifact	holograms
noun.cognition	ghosts
noun.substance	neon
noun.person	vendor
noun.substance	foam
noun.artifact	thimble
verb.motion	fly away
noun.person	honey
noun.location	Towns
verb.social	maintain
noun.feeling	betrayal
noun.person	RAM
noun.location	Hitachi
noun.communication	textbook
noun.person	buddy
noun.person	Case
noun.object	turf
noun.person	Pretty
noun.possession	key
noun.communication	tip
noun.person	Woman
noun.person	Case
noun.body	thumb
noun.location	Silk
noun.person	The
noun.person	Case
noun.artifact	catwalk
verb.social	messed
verb.social	fiddled
noun.person	Beginner
noun.artifact	Fluorescents
verb.motion	crawled in
verb.contact	Close
noun.artifact	hatch
noun.communication	special
verb.possession	rented
noun.person	waiter
noun.artifact	coffin
noun.body	wrists
noun.artifact	pepper box
noun.artifact	flechette pistol
noun.artifact	hatch
noun.person	Linda
verb.contact	Hit
noun.person	Linda
verb.social	Took
noun.person	Hitachi
noun.person	kid
noun.artifact	heels
noun.body	boots
noun.substance	temper
noun.substance	foam
noun.location	Shin
noun.possession	deposit
verb.possession	Sold
verb.consumption	Want
noun.substance	dry ice
verb.social	mess up
noun.person	rentacop
noun.artifact	nun chucks
noun.person	Linda
verb.competition	kill
noun.person	Linda
noun.person	Wage
verb.contact	sealing
noun.shape	sockets
noun.body	cheekbones
noun.substance	shag
verb.contact	curled
noun.artifact	fletcher
noun.substance	burgundy
noun.artifact	nails
verb.change	screwed up
noun.person	Case
verb.motion	showed up
verb.change	fit
verb.motion	sagged
noun.artifact	hatch
noun.person	Molly
noun.person	Case
noun.person	Molly
noun.person	Case
noun.artifact	glove
noun.artifact	jeans
verb.contact	absorb
noun.artifact	dart gun
noun.person	Case
noun.person	pushover
noun.person	The
noun.person	fletcher
verb.social	fuck around
noun.body	palms
noun.event	click
noun.quantity	centimeter
noun.artifact	scalpel
noun.body	housings
noun.artifact	nails
noun.body	blades
verb.motion	withdrew
noun.artifact	coffins
noun.location	Chiba Hilton
noun.quantity	meters
noun.artifact	suite
noun.food	coffee maker
verb.contact	steamed
noun.substance	sliding glass
verb.stative	opened
noun.artifact	balcony
verb.body	took off
noun.artifact	fletcher
noun.substance	nylon
noun.artifact	shoulder rig
noun.artifact	pullover
noun.artifact	zips
noun.person	Case
verb.contact	slopping
noun.artifact	mug
verb.stative	felt
noun.person	Case
noun.person	Armitage
noun.person	Case
noun.attribute	bleach
noun.phenomenon	Sun
noun.person	Case
noun.person	Case
noun.attribute	stain
noun.substance	rice paper
noun.attribute	ring
noun.group	Special Forces
noun.person	Case
noun.person	Molly
verb.motion	going anywhere
noun.person	Armitage
noun.communication	say
noun.body	cross
noun.artifact	silk futon
verb.motion	fieldstrip
noun.artifact	fletcher
verb.social	bothering
noun.person	Twin
noun.artifact	mirrors
verb.motion	tracking
verb.change	refilled
noun.person	Case
noun.person	Ar- mitage
noun.artifact	bracelet
noun.location	Leningrad
noun.location	Kiev
noun.location	Case
verb.communication	Screaming
noun.location	Case
verb.social	Tried
noun.artifact	nexus
noun.communication	programs
noun.person	Armitagc
verb.motion	walkcd
noun.location	Tokyo Bay
verb.motion	made it back
noun.location	Helsinki
noun.location	Case
noun.person	Case
noun.person	cowboy
noun.cognition	prototypes
noun.communication	programs
verb.change	crack
noun.person	Screaming Fist
noun.location	Kirensk
noun.artifact	computer nexus
noun.communication	Basic module
noun.substance	Nightwing
noun.artifact	matrix deck
noun.person	jockey
verb.creation	running
noun.artifact	virus
noun.person	Mole
noun.communication	Mole
noun.communication	series
noun.act	intrusion
noun.communication	programs
noun.artifact	Icebreakers
noun.person	Case
noun.artifact	mug
noun.substance	Ice
noun.substance	ICE
noun.artifact	intrusion countermeasures
noun.cognition	electronics
noun.state	Problem
noun.person	mister
noun.person	Case
noun.quantity	zip
noun.person	buddy
verb.contact	haul
verb.body	punch
verb.social	con
verb.communication	killing
noun.artifact	model
verb.possession	Bought
noun.act	go - to
noun.communication	aliases
noun.act	skim
noun.communication	software
noun.group	Casc
noun.artifact	projection
noun.body	pancreas
verb.change	correct
noun.person	Case
noun.person	Armitage
noun.person	Case
noun.person	Armitage
noun.person	Case
noun.artifact	freeze frames
noun.person	Case
noun.person	Case
verb.perception	looked out
noun.location	Bay
noun.substance	shit
noun.person	Arrnitage
noun.person	Case
verb.body	get
noun.person	Armitage
noun.person	Molly
noun.artifact	futon
noun.substance	components
noun.artifact	fletcher
noun.artifact	silk
verb.motion	coming apart
noun.artifact	seams
noun.communication	Terms
noun.person	Case
verb.body	shivering
verb.body	shivering
noun.artifact	clinic
noun.group	cluster
noun.location	pavilions
verb.cognition	membered
noun.artifact	round
noun.location	Chiba
noun.person	Scared
noun.person	Case
noun.person	Molly
noun.plant	bamboo
noun.substance	gravel
noun.person	gardener
verb.motion	tending
noun.plant	bamboo
noun.person	Case
noun.person	Ar- mitage
noun.artifact	nerve
verb.communication	fixing
noun.cognition	program
verb.contact	hooked
noun.body	thumbs
noun.artifact	belt loops
noun.artifact	jeans
verb.motion	rocked
noun.artifact	heels
noun.plant	cherry
noun.artifact	cowboy boots
noun.body	toes
noun.substance	quicksilver
noun.attribute	calm
noun.person	street samurai
noun.person	Case
noun.artifact	profile
verb.consumption	wired
noun.person	sister
noun.person	Case
noun.person	Molly
noun.object	waves
noun.substance	gravel
noun.substance	bronze
noun.artifact	carapace
noun.quantity	meter
verb.perception	fired
noun.act	burst
verb.motion	froze
verb.cognition	analyzing
noun.person	Case
verb.motion	altered
verb.contact	kicked
noun.artifact	boot
verb.perception	clanging
noun.body	carapace
noun.substance	bronze
verb.contact	righted
noun.person	Case
verb.contact	scuffing
noun.substance	gravel
noun.artifact	toes
verb.perception	search
noun.artifact	cigarettes
verb.contact	fished
noun.substance	Yeheyuan
noun.artifact	pack
noun.artifact	slab
noun.substance	German steel
verb.creation	erating
noun.person	Case
noun.artifact	mirrors
noun.location	Hilton
noun.location	Cheap Hotel
noun.artifact	port
noun.substance	security
noun.animal	gulls
noun.artifact	chain link
verb.social	avoided
noun.location	Night City
noun.artifact	coffin
noun.person	Ar- mitage
noun.person	gymnast
noun.person	conjurer
noun.person	anesthetist
verb.motion	reentered
noun.artifact	clinic
verb.cognition	waiting
noun.person	Case
noun.cognition	odor
noun.substance	Ice
verb.contact	caressed
noun.location	Lost
verb.change	fading
noun.person	Voices
noun.shape	tributaries
verb.stative	Hold
noun.person	Ratz
noun.person	Linda Lee
noun.location	Wage
noun.location	Lonny Zone
noun.person	hustlers
noun.person	whores
verb.change	poisoned
noun.artifact	chain link
noun.artifact	prison
verb.perception	hissing
noun.event	static
noun.communication	matrix
noun.person	Case
noun.body	vein
verb.contact	straddling
noun.artifact	syrette
verb.contact	slit
noun.artifact	endorphin inhibitors
verb.body	woke
noun.plant	twigs
noun.event	pulse
noun.cognition	Images
verb.motion	reformed
noun.communication	montage
noun.object	Sprawl
noun.location	Fuller
noun.artifact	overpass
verb.motion	rolling over
verb.contact	reaching
noun.body	breast
noun.artifact	foil seal
noun.artifact	amps
verb.body	hurts
verb.change	Changed
noun.person	Blood
noun.body	pancreas
noun.artifact	deal
noun.body	liver
verb.perception	dun
noun.act	show
noun.person	2:43:12 AM
noun.person	Case
verb.possession	Got
noun.communication	readout
noun.body	optic nerve
verb.consumption	sip
verb.body	Gagged
verb.body	coughed
verb.contact	spraying
noun.body	thighs
verb.contact	punch
noun.time	Eight
noun.time	wait
verb.change	fall out
verb.motion	jacked in
noun.person	Doctor
verb.cognition	Check
verb.motion	lay down
noun.location	Home
noun.location	Cheap Hotel
noun.location	Armitage
noun.location	Hilton
noun.location	Amsterdam
noun.group	Sprawl
verb.motion	Roll over
verb.consumption	give
noun.act	massage
noun.artifact	coffin
noun.body	small
noun.substance	temper
noun.substance	foam
noun.artifact	jeans
noun.location	Hilton
verb.contact	reaching
noun.body	thighs
verb.contact	encircling
noun.body	scrotum
noun.body	thumb
verb.motion	rocked
noun.artifact	jeans
noun.person	Case
verb.change	harden
noun.substance	temper foam
verb.perception	throbbed
noun.body	elbow
noun.substance	foam
verb.contact	licking
noun.body	nipples
verb.motion	sliding
noun.artifact	zip
noun.artifact	jeans
noun.attribute	Sound
noun.artifact	jeans
verb.motion	peeling down
verb.contact	struggled
noun.body	leg
noun.artifact	finger- prints
verb.contact	straddled
noun.body	thumb
noun.body	buttocks
noun.body	labia
verb.motion	lower
verb.perception	pulsing
noun.substance	neon
verb.change	receding
verb.contact	arched
verb.contact	impaling
noun.act	orgasm
verb.change	flaring
noun.attribute	blue
noun.attribute	vastness
verb.change	shredded
noun.body	thighs
noun.body	hips
noun.communication	dance
noun.event	Waves
noun.phenomenon	sound
noun.substance	pachinko
noun.artifact	parlors
noun.person	Case
noun.group	Chat
noun.person	Zone
noun.food	beer
noun.person	Ratz
verb.motion	tending
noun.person	Wage
noun.person	Ratz
noun.person	Ratz
verb.motion	raising
noun.person	Molly
verb.change	changing
noun.person	artiste
noun.person	guy
noun.person	Case
noun.state	flection
noun.person	biz
verb.social	cancel
verb.motion	stood
noun.person	Deane
noun.artifact	melting clock
noun.body	hips
noun.person	guy
noun.person	Deane
verb.social	takes care
verb.motion	go under
verb.motion	walk out
noun.location	Chiba
noun.substance	cold
verb.change	hardened
noun.location	Singapore
noun.location	Tokyo
noun.group	connections
noun.location	Shinjuku
noun.location	Asakuza
noun.communication	Bullshit
noun.person	Tight friends
noun.body	ass
verb.motion	going in
noun.person	smuggler
noun.location	Kandinsky
noun.artifact	coffee table
noun.person	Case
noun.person	Deane
noun.state	cough
verb.contact	hang
verb.possession	Hold
noun.person	Julie
noun.time	Minutes
verb.communication	cool
noun.substance	modules
noun.plant	ginger
noun.act	company
noun.person	Case
noun.person	Julie
noun.person	Julie
noun.person	Julie
noun.person	Case
noun.artifact	Turn
noun.person	Julie
noun.person	Case
noun.artifact	swivel chair
noun.person	Deane
noun.artifact	typewriter
noun.person	Case
noun.artifact	belly gun
noun.artifact	magnum revolver
noun.artifact	nub
noun.artifact	trigger - guard
verb.contact	cut away
noun.artifact	grips
noun.artifact	masking tape
noun.person	Case
noun.person	Dean
verb.social	taking care
verb.cognition	Understand
noun.act	lesson
noun.person	Julie
noun.act	go - to
noun.person	Deane
noun.artifact	porcelain
noun.person	Julie
noun.act	Go - to
noun.person	Gaijin
noun.location	Hilton
noun.person	Deane
verb.motion	Sit still
noun.person	Case
noun.artifact	lap terminal
noun.person	Case
noun.location	neon chrysanthemum
verb.social	screening
noun.person	Case
noun.person	Julie
verb.stative	Lasted
noun.person	Screaming Fist
noun.act	football
noun.person	Watergated
noun.group	Sprawlside brass
noun.person	McLean
noun.artifact	bunkers
noun.communication	scandal
verb.possession	Wasted
verb.cognition	test
noun.artifact	technology
noun.person	Russians
verb.cognition	Knew
noun.artifact	emps
noun.artifact	pulse
verb.motion	Sent
noun.person	Deane
noun.group	Turkey
noun.person	Ivan
noun.person	guys
noun.person	Deane
verb.possession	Got hold
noun.artifact	gunship
noun.location	Finland
noun.communication	entry codes
noun.group	defense forces
noun.group	Special Forces
noun.person	Deane
noun.person	Case
noun.location	Lisbon
noun.person	Deane
noun.location	Lisbon
noun.person	Julie
noun.person	Deane
verb.creation	Wonderful
noun.artifact	markets
noun.person	Julie
noun.person	Case
noun.person	Sammi
noun.person	Molly
noun.group	mulch
noun.artifact	ticket stubs
noun.artifact	styrofoam cups
noun.person	Linda
noun.person	wait-
noun.location	Namban
noun.person	Deane
noun.possession	debt
noun.possession	Wage
noun.event	roll
noun.location	Armitage
noun.person	Wage
noun.person	Molly
noun.person	Case
verb.emotion	longing
noun.person	Chat
noun.person	cowboy
noun.person	Molly
noun.person	Case
noun.artifact	octagon
verb.consumption	want
noun.artifact	pill
noun.body	pancreas
noun.person	Case
noun.body	liver
noun.group	Armitage
verb.communication	bypass
noun.substance	shit
noun.artifact	octagon
verb.possession	getting off
noun.artifact	amphetamine
noun.artifact	cocaine
noun.artifact	octagon
verb.consumption	Eat
verb.consumption	Eat
noun.time	beers
noun.person	Ratz
noun.location	Sammi
noun.person	Ratz
noun.person	Case
noun.communication	tickets
noun.person	Thai
noun.artifact	t - shirt
noun.animal	rugby
noun.artifact	shorts
noun.person	Sammi
noun.artifact	dome
noun.location	port side
noun.artifact	airlock
noun.artifact	differential
noun.artifact	dome
verb.contact	screwed
noun.substance	plywood
noun.state	arena
noun.artifact	puppets
noun.artifact	dome
noun.substance	Concrete
verb.contact	sloped
noun.artifact	stage
noun.group	thicket
noun.artifact	projection
noun.artifact	gear
noun.artifact	holograms
noun.attribute	ring
verb.communication	reproducing
noun.group	Strata
noun.object	currents
noun.artifact	blowers
noun.artifact	dome
noun.communication	purring
noun.artifact	blowers
noun.event	amplified
noun.event	breathing
noun.person	fighters
noun.person	Molly
noun.artifact	holograms
noun.phenomenon	power magnifications
noun.artifact	knives
noun.quantity	meter
noun.artifact	knife-
noun.person	fighter
noun.person	fencer
noun.person	Case
noun.body	thumb
verb.contact	aligned
noun.communication	blade
noun.artifact	knives
noun.state	accord
verb.motion	gliding
noun.state	urgency
noun.shape	arcs
noun.act	passes
noun.act	dance
noun.person	Molly
verb.contact	find
noun.person	Case
noun.feeling	contemplation
noun.act	dance
noun.location	Night City
noun.artifact	Teaks
noun.location	arcologies
noun.location	arena
noun.group	committee
noun.artifact	zaibatsu
noun.group	Company
noun.artifact	housing
noun.communication	hymn
noun.event	funeral
noun.artifact	dome
noun.artifact	skewers
noun.artifact	cartons
noun.food	beer
noun.artifact	holograms
verb.contact	laced
noun.food	sauce
noun.artifact	skewers
noun.body	knuckles
verb.motion	jack in
noun.group	Shadows
noun.artifact	holograms
noun.act	dance
verb.contact	knot
noun.person	Molly
noun.artifact	knives
noun.person	Armitage
noun.location	Hilton
noun.communication	tickets
noun.communication	passport
verb.change	blurred
noun.body	vision
noun.body	Blood
verb.motion	sprayed
noun.body	jugular
noun.communication	gout
noun.artifact	fig- ure
verb.motion	crumpled
noun.artifact	hologram
verb.change	fading
verb.perception	flickering
noun.attribute	edge
noun.body	vomit
verb.creation	took
noun.person	Linda Lee
verb.motion	step
noun.communication	French fa-
noun.artifact	tigues
noun.location	Into shadow
noun.act	reflex
noun.food	beer
noun.food	chicken
noun.cognition	Afterimage
noun.artifact	soles
noun.artifact	sneakers
verb.perception	flashing
noun.cognition	ghost
noun.artifact	laser
verb.contact	branded
noun.body	vision
noun.Tops	Someone
verb.motion	tripped
noun.location	Concrete
noun.body	palms
verb.contact	kicked
verb.weather	lit
noun.object	rainbow nimbus
noun.artifact	stage
noun.communication	cheering
verb.contact	etched
verb.change	blinked
noun.person	Case
verb.contact	dipping
noun.person	dowser
noun.artifact	wand
verb.change	erased
noun.person	Molly
noun.artifact	fletchettes
noun.artifact	rounds
verb.body	coughed
noun.person	Case
noun.substance	needle
noun.body	ruby
verb.motion	emerge
noun.person	winner
noun.food	beer
noun.person	vendor
verb.contact	wiping
noun.body	taps
noun.artifact	sneaker
verb.motion	come off
verb.motion	Follow
noun.location	Curve
noun.person	victor
noun.act	ring
verb.perception	danced
verb.contact	pursed
noun.communication	stem
noun.substance	Tang
noun.artifact	hashish
noun.person	Case
